roi_id,roi_label,line_y_mm,n_reference_peaks,DAS_peak_retention_raw,CF_peak_retention_raw,PACCF_peak_retention_raw,PACCF_over_CF_peak_retention_raw,DAS_background_fluctuation_display_norm,CF_background_fluctuation_display_norm,PACCF_background_fluctuation_display_norm,PACCF_over_CF_background_fluctuation_display_norm,DAS_CNR_display_norm,CF_CNR_display_norm,PACCF_CNR_display_norm,PACCF_over_CF_CNR_display_norm,DAS_CNR_raw,CF_CNR_raw,PACCF_CNR_raw,PACCF_over_CF_CNR_raw
liver,Liver,3.3,6,1,0.0423550287899762,0.062690113297675,1.48011027470984,0.072576843979207,0.0287256804246797,0.0254186184060581,0.884874371303653,4.86127785902623,8.44514354783307,10.9441547479079,1.29591103880242,4.86127785902623,8.44514354783307,10.9441547479079,1.29591103880242
mesenteric_artery,Mesenteric artery,-7.6,5,1,0.0272069557891784,0.0574570397469407,2.11185110867105,0.0510429046886829,0.0258864648765984,0.0147259968185004,0.568868591702255,2.98032448145217,2.2549234506795,9.80425724293318,4.34793351409723,2.98032448145217,2.2549234506795,9.80425724293318,4.34793351409723
