method_id,method_label,signal_mean,signal_median,signal_sum,background_mean,background_std,background_median,SNR,CNR,background_fluctuation,normalized_background_fluctuation,FWHM_vertical_wire_mm,FWHM_horizontal_wire_mm,FWHM_mean_mm,vertical_wire_peak,horizontal_wire_peak,mean_wire_peak,vertical_wire_peak_retention,horizontal_wire_peak_retention,mean_wire_peak_retention,global_image_peak,signal_pixel_count,background_pixel_count,vertical_line_y_mm,horizontal_line_x_mm,vertical_wire_center_x_mm,horizontal_wire_center_y_mm,signal_retention_vs_DAS,signal_mean_retention_vs_DAS,mean_peak_retention_vs_DAS
DAS,DAS,0.260745375466947,0.200570111955699,4368.78876594869,0.063551002658152,0.0230596250607162,0.0608856688748065,11.3074421106328,8.55149952740255,0.0230596250607162,0.0884373309379723,0.3,0.5,0.4,0.856326381596983,0.618602853244422,0.737464617420702,0.856326381596983,0.618602853244422,0.737464617420702,1,16755,22952,-0.8,2.23333333333333,-0.233333333333333,-1.66666666666667,1,1,1
CF,CF,0.115034375954415,0.0534588190719468,1927.40096911622,0.0291593139946456,0.0148679304787301,0.0258908236825459,7.73708056538076,5.77585845472046,0.0148679304787301,0.12924771708782,0.233333333333333,0.3,0.266666666666666,0.558434731993888,0.533417081886455,0.545925906940172,0.558434731993888,0.533417081886455,0.545925906940172,1,16755,22952,-0.8,2.23333333333333,-0.233333333333333,-1.66666666666667,0.441175133972788,0.441175133972788,0.74027403355236
PAC_CF,PAC-CF,0.108942694316732,0.0699376897266042,1825.33484327684,0.0187725394522365,0.00963229275617319,0.0166557014407863,11.3101519102928,9.36123487387844,0.00963229275617319,0.0884161422350084,0.233333333333334,0.16666666666667,0.200000000000002,0.637945585176803,1,0.818972792588401,0.637945585176803,1,0.818972792588401,1,16755,22952,-0.8,2.23333333333333,-0.233333333333333,-1.66666666666667,0.417812565694159,0.417812565694159,1.11052486213206
