-93.63	10.63	33.48
76.26	55.41	33.38
-18.83	-92.4	33.29
-48.53	80.89	33.19
90.45	-26.9	33.1
-84.9	-41.26	33
34.76	87.8	32.9
33.67	-88.26	32.81
-84.47	42.37	32.71
90.94	25.8	32.62
-49.66	-80.47	32.52
-17.73	92.92	32.43
75.85	-56.58	32.33
-94.18	-9.5	32.24
63.07	70.64	32.14
1.19	-94.72	32.05
-64.87	69.08	31.95
94.52	-7.14	31.86
-74.56	-58.59	31.76
15.43	93.59	31.67
51.84	-79.47	31.57
-91.94	23.6	31.48
83.77	44.69	31.38
-31.61	-89.57	31.29
-37.18	87.43	31.19
86.5	-39.38	31.1
-90.42	-29.38	31
46.86	82.76	30.9
21.34	-92.71	30.81
-78.37	53.98	30.71
94.29	13.12	30.62
-60.7	-73.37	30.52
-4.79	95.14	30.43
67.8	-66.95	30.33
-95.25	3.59	30.24
72.7	61.7	30.14
-11.95	-94.63	30.05
-55.11	77.89	29.95
93.27	-20.23	29.86
-82.48	-48.08	29.76
28.37	91.19	29.67
40.67	-86.44	29.57
-88.4	36.29	29.48
89.73	32.94	29.38
-43.94	-84.92	29.29
-24.95	92.33	29.19
80.78	-51.26	29.1
-94.23	-16.75	29
58.2	76.01	28.9
8.41	-95.39	28.81
-70.65	64.69	28.71
95.82	0	28.62
-70.69	-64.73	28.52
8.42	95.5	28.43
58.3	-76.15	28.33
-94.45	16.79	28.24
81.02	51.42	28.14
-25.04	-92.66	28.05
-44.13	85.27	27.95
90.16	-33.1	27.86
-88.87	-36.49	27.76
40.92	86.95	27.67
28.55	-91.79	27.57
-83.07	48.42	27.48
93.99	20.39	27.38
-55.57	-78.54	27.29
-12.06	95.47	27.19
73.39	-62.29	27.1
-96.22	-3.63	27
68.53	67.67	26.9
-4.84	-96.22	26.81
-61.43	74.25	26.71
95.47	-13.28	26.62
-79.4	-54.7	26.52
21.63	93.99	26.43
47.53	-83.95	26.33
-91.77	29.82	26.24
87.85	40	26.14
-37.79	-88.85	26.05
-32.14	91.07	25.95
85.23	-45.47	25.86
